"species_name"	"Major_tax"	"Tax"	"CPA_count"	"CPA_binary"	"NhaB_count"	"NhaB_binary"	"NhaC_count"	"NhaC_binary"	"NhaD_count"	"NhaD_binary"
"212"	"Spizellomyces_punctatus_DAOM_BR117"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Fungiincertaesedis;Chytridiomycota;Chytridiomycotaincertaesedis;Chytridiomycetes;Spizellomycetales;Spizellomycetaceae;Spizellomyces;Spizellomycespunctatus"	6	1	0	0	0	0	3	1
"213"	"Stegodyphus_mimosarum"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Araneae;Araneomorphae;Entelegynae;Eresoidea;Eresidae;Stegodyphus"	12	1	0	0	0	0	1	1
"214"	"Stentor_coeruleus"	"Alveolata"	"Eukaryota;Sar;Alveolata;Ciliophora;Postciliodesmatophora;Heterotrichea;Heterotrichida;Stentoridae;Stentor"	17	1	0	0	0	0	0	0
"215"	"Strigamia_maritima"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Myriapoda;Chilopoda;Pleurostigmophora;Epimorpha;Geophilomorpha;Linotaeniidae;Strigamia"	4	1	0	0	0	0	1	1
"216"	"Strigomonas_culicis"	"Excavata"	"Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosomatidae;Strigomonadinae;Strigomonas"	4	1	0	0	0	0	3	1
"217"	"Strongylocentrotus_purpuratus"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Echinacea;Camarodonta;Echinidea;Strongylocentrotidae;Strongylocentrotus"	16	1	0	0	0	0	5	1
"218"	"Strongyloides_ratti_ED321"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Tylenchina;Panagrolaimomorpha;Strongyloidoidea;Strongyloididae;Strongyloides"	12	1	0	0	0	0	0	0
"219"	"Stylonychia_lemnae"	"Alveolata"	"Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Stichotrichia;Sporadotrichida;Oxytrichidae;Stylonychinae;Stylonychia"	13	1	0	0	0	0	0	0
"220"	"Sycon_ciliatum"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Porifera;Calcarea;Calcaronea;Leucosolenida;Sycettidae;Sycon"	10	1	0	0	1	1	1	1
"221"	"Symbiodinium_sp_C106"	"Alveolata"	"Eukaryota;Sar;Alveolata;Dinophyceae;Suessiales;Symbiodiniaceae;Cladocopium;unclassifiedCladocopium;Cladocopiumsp.cladeC;SymbiodiniumcladeCisolates"	22	1	0	0	1	1	25	1
"222"	"Syncephalis_plumigaleata_NRRL_S24_v1.0"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Fungiincertaesedis;Zoopagomycota;Zoopagomycotina;Zoopagomycetes;Zoopagales;Piptocephalidaceae;Syncephalis"	4	1	0	0	1	1	2	1
"223"	"Taenia_crassiceps"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Cestoda;Eucestoda;Cyclophyllidea;Taeniidae;Taenia"	6	1	0	0	0	0	0	0
"224"	"Takifugu_flavidus"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Tetraodontiformes;Tetraodontoidei;Tetradontoidea;Tetraodontidae;Takifugu"	13	1	0	0	0	0	1	1
"225"	"Tetrahymena_thermophila_SB210"	"Alveolata"	"Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Oligohymenophorea;Hymenostomatida;Tetrahymenina;Tetrahymenidae;Tetrahymena"	18	1	0	0	0	0	0	0
"226"	"Thalassiosira_pseudonana_CCMP1335"	"Stramenopiles"	"Eukaryota;Sar;Stramenopiles;Ochrophyta;Bacillariophyta;Coscinodiscophyceae;Thalassiosirophycidae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;Thalassiosirapseudonana"	12	1	0	0	0	0	5	1
"227"	"Thecamonas_trahens_ATCC_50062"	"Apusomonadida"	"Eukaryota;Apusozoa;Apusomonadida;Apusomonadidae;Thecamonas;Thecamonastrahens"	5	1	0	0	1	1	1	1
"228"	"Theileria_parva_Muguga"	"Alveolata"	"Eukaryota;Sar;Alveolata;Apicomplexa;Aconoidasida;Piroplasmida;Theileriidae;Theileria"	1	1	0	0	0	0	0	0
"229"	"Thelohanellus_kitauei"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Myxozoa;Myxosporea;Bivalvulida;Platysporina;Myxobolidae;Thelohanellus"	1	1	0	0	0	0	0	0
"230"	"Tieghemostelium_lacteum"	"Amoebozoa"	"Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Dictyosteliales;Raperosteliaceae;Tieghemostelium"	4	1	0	0	0	0	1	1
"231"	"Toxoplasma_gondii_TGA4"	"Alveolata"	"Eukaryota;Sar;Alveolata;Apicomplexa;Conoidasida;Coccidia;Eucoccidiorida;Eimeriorina;Sarcocystidae;Toxoplasma;Toxoplasmagondii"	4	1	0	0	0	0	1	1
"232"	"Tribolium_castaneum"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Polyphaga;Cucujiformia;Tenebrionoidea;Tenebrionidae;Tenebrionidaeincertaesedis;Tribolium"	25	1	0	0	0	0	3	1
"233"	"Trichinella_britovi"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Enoplea;Dorylaimia;Trichinellida;Trichinellidae;Trichinella"	7	1	0	0	0	0	0	0
"234"	"Trichomonas_vaginalis_G3"	"Metamonada"	"Eukaryota;Metamonada;Parabasalia;Trichomonadida;Trichomonadidae;Trichomonas;Trichomonasvaginalis"	0	0	0	0	0	0	9	1
"235"	"Trichoplax_adhaerens"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Placozoa;Uniplacotomia;Trichoplacea;Trichoplacidae;Trichoplax"	8	1	0	0	0	0	0	0
"236"	"Trypanosoma_brucei_brucei_TRUE927"	"Discoba"	"Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosomatidae;Trypanosoma;Trypanozoon"	1	1	0	0	0	0	1	1
"237"	"Tuber_melanosporum"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;Pezizomycetes;Pezizales;Tuberaceae;Tuber"	2	1	0	0	0	0	0	0
"238"	"Umbelopsis_ramanniana_AG"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Fungiincertaesedis;Mucoromycota;Mucoromycotina;Umbelopsidomycetes;Umbelopsidales;Umbelopsidaceae;Umbelopsis"	5	1	0	0	0	0	1	1
"239"	"Vavraia_culicis_floridensis"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Fungiincertaesedis;Microsporidia;Pansporoblastina;Pleistophoridae;Vavraia;Vavraiaculicis"	2	1	0	0	0	0	0	0
"240"	"Vitrella_brassicaformis_CCMP3155"	"Alveolata"	"Eukaryota;Sar;Alveolata;Colpodellida;Vitrellaceae;Vitrella;Vitrellabrassicaformis"	10	1	0	0	1	1	3	1
"241"	"Volvox_carteri_f.nagariensis"	"Viridiplantae"	"Eukaryota;Viridiplantae;Chlorophyta;corechlorophytes;Chlorophyceae;CSclade;Chlamydomonadales;Volvocaceae;Volvox"	5	1	0	0	0	0	6	1
"242"	"Wallemia_ichthyophaga_EXF-994"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Wallemiomycotina;Wallemiomycetes;Wallemiales;Wallemiaceae;Wallemia"	6	1	0	0	0	0	2	1
"243"	"Xenopus_laevis"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amphibia;Batrachia;Anura;Pipoidea;Pipidae;Xenopodinae;Xenopus;Xenopus"	22	1	0	0	0	0	3	1
"244"	"Yarrowia_lipolytica_CLIB89_W29"	"Fungi"	"Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Dipodascomycetes;Dipodascales;Dipodascalesincertaesedis;Yarrowia;Yarrowialipolytica"	3	1	0	0	0	0	0	0
"245"	"Zootermopsis_nevadensis"	"Metazoa"	"Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Dictyoptera;Blattodea;Blattoidea;Termitoidae;Termopsidae;Termopsinae;Termopsini;Zootermopsis"	18	1	0	0	0	0	2	1
